corpus,user/qirim/corpus_28_06_crimean_tatar
ilhaqtan,5
tarafımda,5
rayicrakom,5
ilimini,5
haydar,5
rayme,5
toldırılğan,5
calını,5
razısızmı,5
reberlerini,5
red etem,5
camilerge,5
camilerimiz,5
refaqat,5
ilmiynen,5
araretle,5
krovatınıñ,5
camlarına,5
rehberimiz,5
ilyasova,5
reisidir,5
reisten,5
ilâcğa,5
relyefli,5
renklerinen,5
repressiyalarğa,5
reproduktor,5
resimim,5
canbazlıq,5
resimlerine,5
arasındadır,5
canerik,5
respublikamızda,5
añınıñ,5
ressamımız,5
açuvlanmay,5
restoranı,5
resulallağa,5
destesini,5
resuline,5
revkomğa,5
canlandırdı,5
imper,5
ağalarımnı,5
şaqalaşmaq,5
rezmiyniñ,5
reçevskiy,5
imperiyanıñ,5
canlanmasına,5
ricañnı,5
imtianı,5
canlarına,5
barlığım,5
almalarına,5
cansıqıcı,5
imzağa,5
qoñuz,5
develeriniñ,5
romantikası,5
romanımnı,5
inanalar,5
canğan,5
neşirinde,5
canımdan,5
canımızğa,5
inanmayman,5
canıq,5
canıña,5
canıñdan,5
canıñı,5
devirlerdeki,5
burğalama,5
ruhsetnameni,5
inatlanma,5
ruhumıznı,5
inatlığı,5
haberlerinden,5
burğan,5
qoşuları,5
inatlığını,5
ruslana,5
rusları,5
incilden,5
povestine,5
taver,5
saatime,5
saatinde,5
saatçı,5
nimetniñ,5
alimlerinden,5
beyiti,5
cavdan,5
sabiylerge,5
sabiylik,5
tüşüngendir,5
saatiñ,5
sabunnı,5
inkişafqa,5
sabını,5
inkişafnıñ,5
kömik,5
sabırıñ,5
sabırına,5
inna,5
sadalı,5
ağlamañ,5
alimlerni,5
sadıqlığına,5
caydırdım,5
ağlamsırağan,5
çızmalarnen,5
qullandıq,5
safımızda,5
safımızğa,5
ağları,5
sahnasında,5
ağlasun,5
ağlat,5
sahtelik,5
alasıñmı,5
qullarını,5
saifelerde,5
cazibesi,5
saifesidir,5
tutmañız,5
nizamsızlıq,5
nizamına,5
buyurdıñız,5
cağına,5
arbiat,5
sakineniñ,5
adaleti,5
cealetten,5
cealletke,5
nişanlıma,5
nişanlaylar,5
tuvmadım,5
acısa,5
almasam,5
nişanıñ,5
etüvler,5
salon,5
qatnaşa,5
salqınca,5
ağlañız,5
şeyhke,5
salın,5
mülkniñ,5
ipçinen,5
cebiñde,5
qurbanlarnı,5
tögerekniñ,5
samolötlarına,5
münevverler,5
cedvelinden,5
sanalaştıra,5
sanalarında,5
iraqqa,5
sanatoriya,5
evdekilernen,5
ceetini,5
horazlanıp,5
şeñligini,5
sanatımızda,5
irir,5
şeyhlarınıñ,5
buzday,5
iqdam,5
qurtarmaqnıñ,5
saniyelerde,5
qatılıp,5
sançmağa,5
irkilip,5
qurtları,5
ağzınen,5
celilev,5
tün,5
novitskiy,5
saqlanmağan,5
ağıracaq,5
saqlıdır,5
qurtılmaq,5
isi,5
buğamız,5
kirset,5
qurucılığından,5
saraydaki,5
qurulması,5
evlendirgen,5
sarhoşlıq,5
hozâyka,5
şmelev,5
sarquvdan,5
qurulğanda,5
saqlanılmağan,5
sarsılğan,5
añacaq,5
sasığan,5
isseleri,5
alışveriş,5
sataşa,5
istambul,5
şturmovikler,5
satin,5
qusa,5
hronologik,5
qurıy,5
istedikleri,5
tüşüncelerimnen,5
satqanı,5
sattıq,5
nutqunda,5
satılmaz,5
bölgede,5
böldim,5
isteginden,5
satırlarımnı,5
beñleri,5
dinsizler,5
adaletsizligini,5
savulmaz,5
arfesindeki,5
savuştırmaq,5
bölgesi,5
sayacaq,5
isteydirler,5
sayidniñ,5
beresiñmi,5
cenkleşkenini,5
saylağanda,5
kiyevnen,5
saymaylar,5
cenkteler,5
istihbarat,5
istilâsına,5
sayıdan,5
kiyikni,5
beñzerlik,5
saçaqlardan,5
quvançlarından,5
istiymen,5
saçlarnı,5
istizanen,5
saçmanen,5
hurtmer,5
saçratıp,5
itaatkâr,5
temirge,5
quvula,5
añlamadıq,5
quvulğanını,5
cepparov,5
hurulday,5
quvve,5
añlamadıñmı,5
sağlıqqa,5
hususen,5
quya,5
quvıb,5
bölünüvi,5
temizledim,5
hususiyetleriniñ,5
itibarına,5
se,5
quyularını,5
itiqadı,5
közlerimizni,5
quyusına,5
sebeplerni,5
ceryanınıñ,5
aşalamağa,5
arabaçıqlarğa,5
añlamasaq,5
arabaçıq,5
baqmaqtan,5
itmiştir,5
itti,5
hvii,5
aşalayıcı,5
abduqadır,5
quşqayanı,5
seitâğyayev,5
quşçıqday,5
ivanovka,5
quşçıqnı,5
qıbırdanmay,5
qıbırdatmaqnıñ,5
selbilerni,5
iyunniñ,5
adaletçe,5
qıdırmaqtan,5
sellim,5
hırsızlab,5
qıdırmay,5
qıdırta,5
diñlendim,5
izah,5
selâmlarını,5
müslime,5
selâmım,5
semada,5
hırsızlağanını,5
qıldıñ,5
büket,5
bükledi,5
hırsızğa,5
senalarda,5
qılınalar,5
alqalanıp,5
qılınuvlarına,5
qılıfından,5
qılınğanı,5
senet,5
izzetli,5
cevairden,5
aşarlar,5
aristokrat,5
aşarmı,5
aristokratlar,5
qılıçları,5
sepetnen,5
asıriy,5
içecekmiz,5
qaytaracaqlar,5
qılıçıñ,5
sepkilli,5
sepmege,5
añlarmı,5
aşatalar,5
tereklikke,5
abduraqip,5
hızmetiñiz,5
sergeyeviçni,5
utanadır,5
qıntav,5
içersinden,5
sergisiniñ,5
serguzeştleri,5
hızmetkârlıq,5
delâlette,5
seriya,5
hızmetlerinde,5
hızmetlerinden,5
içimizge,5
terim,5
serlevasız,5
arizanen,5
hızmetleriniñ,5
serpek,5
hızmetçilerge,5
hızmetçini,5
hızmetçiniñ,5
içkenimiz,5
qırlarından,5
qırlı,5
ceyranmısıñ,5
aforizmler,5
uydur,5
unsurlarnıñ,5
cezaladılar,5
hışımğa,5
seslenmekte,5
qırqıp,5
cezalana,5
uymağa,5
hіv,5
añlatma,5
içmekten,5
sessizce,5
aşaytları,5
demeli,5
setten,5
sevastopolden,5
içmeñiz,5
ibadetler,5
içtianen,5
añlatmalı,5
severdik,5
dolanğanını,5
qırılması,5
iñildep,5
büroğa,5
ablâlimovnıñ,5
sevgiñniñ,5
ibraimovnen,5
işan,5
işandılar,5
işandırdılar,5
qırımçaqlar,5
közimniñ,5
seviyeleri,5
seviñiz,5
bülbulisiñ,5
alparslan,5
ibadeti,5
sevmegenden,5
qırımtatarına,5
sevmeymiz,5
qısar,5
icadiyatınıñ,5
baqıcılar,5
bürüşe,5
seyaattan,5
alsızlandı,5
bürüşikleri,5
ciberip,5
qısmetiñni,5
seyrannıñ,5
seytablağa,5
seytcelil,5
seytmamutov,5
unuttırdı,5
bürüşük,5
vagonlarında,5
qısıldı,5
aşhanesi,5
işitesiñmi,5
qısımlarda,5
işitilgen,5
büyüdiler,5
qıyafette,5
añlatılğanı,5
qıyam,5
sigardan,5
qıyamayım,5
kürre,5
işlegenlerini,5
silekiylerini,5
silem,5
idarehanesinde,5
allandılar,5
idareleriniñ,5
qıymet kesecek,5
aralığında,5
özlerin,5
silvaşi,5
teşkiliniñ,5
iddetlendi,5
cilvesi,5
qıymetsiz,5
qıymetlisi,5
simalar,5
teşkilâtnı,5
köçtim,5
teşkilâtlarına,5
qıynalğanını,5
idecektir,5
idel,5
qıynağanı,5
büyükligindeki,5
abdurahmanova,5
sinop,5
cinayetliklerini,5
sipirgen,5
qıyını,5
qıyınlıqtan,5
sipirkini,5
iderse,5
qıyığınıñ,5
iştia,5
qızar,5
idilmesi,5
idilmiştir,5
qızartıb,5
idip,5
cinge,5
tikilir,5
qızarıb,5
tikledim,5
siyrektir,5
añlayıq,5
siyrekleşken,5
cismim,5
arqadaşlarımnen,5
qızdırmağa,5
siñdirdi,5
meşrebeden,5
bıcaqnı,5
siñirip,5
siñirlene,5
siñirlenip,5
ahayım,5
añlayışlıdır,5
tilenciden,5
bılana,5
idilniñ,5
janrlarnıñ,5
qızılğa,5
ciyrene,5
aşqınen,5
sofası,5
aşqını,5
tillerimiz,5
qızıña,5
sofulıq,5
colda,5
sokrat,5
solaq,5
añlağanım,5
colğa,5
bır,5
corav,5
solumda,5
jurnalları,5
solğanlar,5
lafıñ,5
vetanperverler,5
qıçırğanını,5
jurnallarınıñ,5
qışlaqnı,5
coyacaq,5
sonu,5
añlaşa,5
añlaşalar,5
qışlağına,5
aşçısı,5
soqaqa,5
ihtiyacım,5
ahdan,5
kontslagerde,5
arqadaşından,5
ihtiyacımız,5
soqmadan,5
soqtım,5
soqta,5
ihtimalğa,5
raatlanuv,5
soquldım,5
soqulır,5
köşeçik,5
soqurlaşqan,5
violonçel,5
zuvğan,5
soramaqtan,5
soramayıp,5
ikişer,5
ikmeti,5
raatsızlığı,5
raatsızlıqnen,5
soraşa,5
raatlıqtan,5
coyulıñız,5
tiyeyim,5
radiokomitette,5
ikramov,5
radionıñ,5
radiomız,5
coyğanını,5
kamenka,5
sovetinde,5
arqam,5
qaçacağım,5
sovetskiy,5
añlaşuv,5
coşar,5
tizdik,5
tizilgendir,5
aşıqqanını,5
ralege,5
cadid,5
añlaşılmadı,5
lekeli,5
añlaşılmamazlıqlar,5
tizlerinece,5
ramos,5
cadını,5
cadınıñ,5
kapitalistke,5
kapitalistik,5
sozup,5
qaçmam,5
yadikârlıqlar,5
soñkiler,5
raqamovnı,5
raqamnen,5
soñunaca,5
raqib,5
abaylamağan,5
ilerilemek,5
tişledim,5
raqip,5
tişleycek,5
ileriletüvge,5
ileriletüvde,5
spektakllerini,5
dm,5
rastkelgenler,5
ilerü,5
arqañ,5
stakanlarğa,5
stalinnen,5
stambuldan,5
cumhuriyetlerniñ,5
ilhamnıñ,5
ilhamlandıra,5
ars,5
rauf,5
iliminiñ,5
iliminde,5
ilimlerden,5
külenç,5
arslanday,5
suallerime,5
añmay,5
subaynı,5
subetleştiler,5
kavriy,5
acıştı,5
re,5
reabilitatsiya,5
kazanci,5
illesiz,5
razılaşmaq,5
kreslonıñ,5
sultandan,5
sultanımız,5
sumbatovğa,5
red etecek,5
küliyevniñ,5
refecan,5
suretleri,5
refiqağa,5
allıq,5
reformalar,5
krılovdan,5
regionına,5
refiqam,5
reisimiz,5
camı,5
babalıqnı,5
reisliginde,5
nasib,5
añıldı,5
suvlap,5
kelalmay,5
suvlarınen,5
yaponiyada,5
cümleye,5
remil,5
qaçıruvlar,5
kelecekmiz,5
yaptırdılar,5
kelecem,5
asmadılar,5
suvuğını,5
repertuarından,5
babasıdır,5
rentgenge,5
repertuarını,5
küllük,5
reportaj,5
suçlı,5
svetofornıñ,5
kelgenimden,5
kelgeniñe,5
sögmek,5
resimlerim,5
sögüngen,5
kelgenlerinde,5
kelgenniñ,5
toqtadımı,5
söndir,5
renkindeki,5
kurort,5
respublikaları,5
respublikağa,5
kelinimiz,5
ressamlarımız,5
kelinlerniñ,5
ressamlarnı,5
canikey,5
söylemekten,5
artellerniñ,5
kelinçekke,5
kelirken,5
resulullah,5
söylenir,5
keliş,5
söylev,5
ağalarnıñ,5
artinda,5
imlâsını,5
candır,5
toqunacaq,5
sözlerimden,5
hatasız,5
söyleçi,5
rezident,5
imperatritsa,5
yaralılardan,5
baca,5
ağalarından,5
imperializminiñ,5
artistka,5
kelmektedir,5
cıltına,5
sözüñde,5
sözüñiz,5
rfnıñ,5
altığa,5
kelmesinden,5
bacaqları,5
ricalarını,5
imrenü,5
bağlanmağan,5
süngüleri,5
canlarnı,5
risak,5
kümüşday,5
almalarnı,5
badalbekov,5
sürgeni,5
sürgünlerniñ,5
rivayetniñ,5
risaleniñ,5
sürgünlükke,5
rivayetni,5
kelür,5
artistligi,5
sürülerini,5
sürüñ,5
cansıqısı,5
romandan,5
cırlasam,5
kemigim,5
romaniyadan,5
kemirdi,5
romblarnıñ,5
inanaraq,5
süyrelgen,5
rombnıñ,5
rossiya,5
süyretip,5
ğadaplı,5
inandıra,5
arağanı,5
rotasınıñ,5
royal,5
sıfatlar,5
devirimizde,5
toyğancek,5
rubleni,5
inandırıcı,5
aluvdan,5
afyon,5
sılamağa,5
kendü,5
inanmağanlar,5
ruhaniylerge,5
süs,5
sımasınıñ,5
rotamız,5
sımalarnen,5
caplarğa,5
inanılmaz,5
sınavnı,5
sından,5
sınaşmaq,5
inatlandı,5
kepek,5
sındırmaq,5
ruhun,5
ruhuñ,5
inatlana,5
kerekken,5
kerekligim,5
sıqlaşa,5
sınıfdaş,5
sıqlaştırdılar,5
kerekmeysiñ,5
sıqılma,5
sımalarda,5
caqını,5
araştırdılar,5
ağaçlarğa,5
almanah,5
kerib,5
bahtsızlıqqa,5
almanahı,5
ruy,5
yazdığım,5
sırtlan,5
ruz,5
sırtta,5
sırtıña,5
kerme,5
ruşdiyeni,5
sırıqları,5
tsehi,5
ağaçına,5
carlar,5
sıtılğan,5
sıylarlar,5
sıypadım,5
kerçekden,5
ruhi,5
kerçeklik,5
kerçeklikni,5
saannıñ,5
indistandan,5
saanı,5
saatları,5
tufanda,5
saatlar,5
saatmı,5
manaçıqnen,5
keseklerini,5
uçağı,5
informatsion,5
keseçikleri,5
dalda,5
yaña,5
ingilterege,5
sıñırından,5
sabaq,5
sabaqtan,5
inguş,5
inglizlerniñ,5
sığmaycaq,5
bahıtnı,5
cavlar,5
ağlamadı,5
dallanıp,5
injenerler,5
abstsess,5
sığırlarnıñ,5
sabalarnıñ,5
sığırımız,5
bahıttır,5
sabotaj,5
kesici,5
sabunlap,5
taaciplenmege,5
cavtobelini,5
tabanlarına,5
sabırını,5
tabaqalar,5
dalğalansın,5
kestiñ,5
cavğa,5
tabiattaki,5
ketalmayım,5
uçurumğa,5
tabiatıñ,5
yaşadıñız,5
almanlarnen,5
bahşıştır,5
turmayıq,5
keteceksiñiz,5
sadıqqa,5
tacihanov,5
tabıp,5
tursatır,5
tahallüsını,5
safiyeden,5
tahiyesi,5
ketilecek,5
insaniyetniñ,5
ketirdigimiz,5
tahtasında,5
tahtdan,5
ketirdimi,5
cayğan,5
açqanlardan,5
taksinen,5
talapkârlıq,5
alâmetlerni,5
maraması,5
damlarını,5
ketirilir,5
saibim,5
ilerilemekte,5
aru,5
sahrağa,5
kendiñni,5
ketirmediler,5
ketirmedim,5
arba,5
taldım,5
institutları,5
tutmadılar,5
ketirmekçün,5
ketirmesi,5
talebesiniñ,5
sailindeki,5
tallarnıñ,5
ağlavdan,5
sakariya,5
sakineni,5
sakinlep,5
köralmayım,5
sakinlerine,5
sakinlegen,5
tamamıle,5
sakinleşe,5
tamara,5
sakinleştirdi,5
intervyü,5
saksaullar,5
tamlıq,5
tamojnâ,5
sakinledi,5
salaçıq,5
intizamlı,5
arbiyleri,5
ketmesem,5
yerimizniñ,5
tamırlarından,5
balalarıñıznı,5
yerlerim,5
balalaycaq,5
tanknı,5
balalağan,5
daqqasına,5
tantananen,5
cebecilerniñ,5
inşaatlarnıñ,5
tanıdıñmı,5
tanılğanı,5
tanımadılar,5
cebeler,5
cebedeki,5
salmaqlap,5
ağlaysıñız,5
cebeni,5
cebesi,5
intim,5
salqımı,5
körgeniñni,5
arzularğa,5
arcı,5
anamızğa,5
saltıkov,5
saltanatlı,5
tanışlarından,5
keyfiyette,5
donu,5
tanıştırayım,5
tanıştırıp,5
salındırğan,5
tapacağını,5
tapamayıp,5
samaradan,5
samarqanddan,5
körme,5
iqtidarını,5
samedinov,5
tapmasın,5
kezinmekni,5
tapqanıñnı,5
samolötlarınıñ,5
iradeni,5
ağlaşır,5
samozahvat,5
keçerim,5
sanalaştırıcı,5
tapıştıramadı,5
sanatkârlarımız,5
sanatoriyada,5
töpelerini,5
ağrını,5
darılmayım,5
sanatındaki,5
darılmış,5
töpesinece,5
yiberile,5
cefalar,5
taqmaqlay,5
iritti,5
keçirdigi,5
iritilgen,5
arzıgül,5
cehennemge,5
davalarğa,5
hayatında,5
sankim,5
yire,5
balañnıñ,5
davalaşqan,5
keçirilgeni,5
sanları,5
sanmañız,5
santraç,5
almaycağım,5
taran,5
gestaponıñ,5
areketindeki,5
keçitte,5
tarihıdır,5
yollanılıp,5
basaraq,5
keçkenimni,5
avasında,5
arzıçığım,5
saqatlıq,5
saqladıq,5
almaysıñmı,5
almaysıñız,5
keçmeyler,5
ecuz,5
saqlanğanlar,5
tartaraq,5
davut,5
cellâtqa,5
tartqıçlap,5
afıznıñ,5
tartıla,5
isayeviç,5
davuşle,5
tartışmalar,5
keñeşine,5
isbatını,5
areketlerimiz,5
isimi,5
saqınmayıp,5
yorğunsıñız,5
ağırladı,5
saralar,5
taslaq,5
ağırlarını,5
tasvirlenip,5
saraylarında,5
tasvirleyici,5
sardım,5
sarfı,5
tatarlarnen,5
dayanılacaq,5
yumuñız,5
ağırlaştılar,5
tatarıñ,5
tataynı,5
sarmaq,5
tükür,5
islam,5
kiliti,5
sarmalarını,5
tatlısıñ,5
ağırlıqlarğa,5
islâhat,5
dayıma,5
dayımdan,5
sarsa,5
cemaatından,5
tavlanıp,5
tavlıq,5
almazsıñ,5
kilsesiniñ,5
dayısından,5
islâmiye,5
yuqusırar,5
tavuqnıñ,5
tavurınen,5
tavırnen,5
kösterem,5
ismailbeyniñ,5
kimligimizni,5
mektübime,5
dağcılarnıñ,5
dağcınen,5
baltañ,5
dağcığa,5
ismarladı,5
sarıltım,5
arıqlağan,5
kimseñiz,5
ağırmadı,5
tayinlendiler,5
ismini,5
taylarını,5
sarımdan,5
ahtemnen,5
kinodan,5
qoznıñ,5
israfil,5
tazere,5
sarıçev,5
tüşkenim,5
cemilevni,5
sasığından,5
dindarlıq,5
dağılsın,5
sarısını,5
dağılmağa,5
issiz,5
abqadır,5
tañrısı,5
almağance,5
taşar,5
satira,5
satayım,5
istanbulnı,5
köstermemege,5
isteb,5
istedigi,5
balıqqa,5
satmaz,5
kirey,5
köstermese,5
ağlağanımnı,5
yüksekligindeki,5
taşlağanınen,5
tüşüncesinen,5
satqınnı,5
sattarova,5
taşılıp,5
eftadeniñ,5
taşınıñ,5
satılışqa,5
taşırmız,5
alğanlarğa,5
taşığanı,5
satırlarınen,5
egerge,5
adamımız,5
dedemni,5
satırğa,5
cenazeni,5
istekleriñiz,5
savay,5
dedeñ,5
istekleriñ,5
tebessümni,5
isteme,5
tüşüñizde,5
savlıqlaşa,5
tecribelerini,5
istemegenlerini,5
savt,5
savtiye,5
istemesem,5
tecvid,5
savultmaq,5
savultqan,5
yürüşine,5
asabalığımız,5
alğansıñız,5
tedbiri,5
kirsetilgeni,5
asabalığımıznı,5
yüzlerde,5
defterim,5
bap,5
savuttan,5
teessüfle,5
tefekkür,5
defterlerine,5
savuştıra,5
tınçlıqmı,5
kisege,5
istermiz,5
ağırğanından,5
cenkleşeler,5
sayasız,5
tehnikasınıñ,5
savuşqan,5
dedigi,5
tehnologiyası,5
degenimden,5
baqacağını,5
kitabımıznıñ,5
isteylermi,5
arhaizm,5
kötermegen,5
cenkleşmekte,5
saylavda,5
tıraçlıqnen,5
istidatlarğa,5
saylayıq,5
ağırısından,5
tekrarlaylar,5
direkleri,5
saylanır,5
direkniñ,5
kiteliniñ,5
degerlikler,5
sayğaqlar,5
baqarıq,5
adamınen,5
sayılarnı,5
tırışmaqta,5
cenkçilerniñ,5
kiyerim,5
sayımız,5
kiyevini,5
telâşlanğanını,5
tırışırken,5
telükeden,5
degilsiñizmi,5
temas,5
istisalğa,5
cennete,5
istisalını,5
saçaqqa,5
saçaqları,5
istediñmi,5
kiyimlerni,5
cennetli,5
ağızımıznı,5
kiyindir,5
saçmaladı,5
saçmalaysıñ,5
dehqan,5
temirhanşura,5
kiyiniñiz,5
temirçililer,5
temizlene,5
dissident,5
kiymeycek,5
sağdır,5
tenden,5
sağlamlar,5
tendentsiyası,5
baqmasam,5
sağlamım,5
ceplerimni,5
zalından,5
ağızıñı,5
kişilerimiz,5
kişimiz,5
teninden,5
delegatsiyası,5
sağlığıñız,5
divanınıñ,5
sağlığıñızğa,5
tentiredi,5
sağsıñmı,5
delihayanıñ,5
sağğan,5
klanı,5
itibarile,5
arhivini,5
arhivler,5
teprenmesi,5
itibarıle,5
delilikke,5
itibarınen,5
alğışlarını,5
ululığı,5
seb,5
seans,5
uluylar,5
ceryanlarnıñ,5
almış,5
delillerini,5
terbiyeni,5
baqqanım,5
tercimelerini,5
beklevge,5
kobra,5
sebebten,5
kokand,5
alğışlayım,5
itirazım,5
delâleti,5
cesaretke,5
terenlikler,5
terenliklerinde,5
terige,5
delü,5
baqsınlar,5
itme,5
kolhozlaştıruv,5
terkibindeki,5
terkip,5
terleme,5
cenüpte,5
demegenler,5
kollektivini,5
demesin,5
kollektsiyası,5
tersini,5
seitosman,5
ivandan,5
vezirleriñiz,5
tesiriniñ,5
ariflerge,5
kolonnağa,5
iuda,5
baquvdan,5
tetqiqatçılar,5
unuttıñızmı,5
komandirimiz,5
komandirini,5
tezaytım,5
tezeklerni,5
çaypalğan,5
arifleriniñ,5
ariflerniñ,5
teñeştirgende,5
komendantnen,5
cesürlerni,5
selimovğa,5
izaatlarından,5
qumar,5
teşikli,5
selâmdan,5
aşamaqtan,5
cete,5
urkustada,5
kommunal,5
cetereni,5
selâmlaştıq,5
zordır,5
cetib,5
arifçik,5
kommunizmge,5
teşkilâtlardan,5
teşkilâtlarında,5
tezleştirüv,5
teşkilâtlarını,5
semenükniñ,5
semetdeşlerimizge,5
asiyadan,5
baqırcınıñ,5
izlerim,5
izlerine,5
seminariyasını,5
izleriñ,5
tikildiler,5
semönoviçnen,5
komsomolı,5
tiklenilgen,5
tikler,5
konferentsiyalarında,5
seminariyasına,5
alınca,5
tilime,5
tilimi,5
vişnevskiyniñ,5
tilkiler,5
derecedeki,5
adarğın,5
tilşnas,5
konstruktiv,5
sepetlerni,5
alqaları,5
kontoranıñ,5
aşası,5
kontorda,5
agronomlar,5
tipte,5
serafimoviç,5
tiplerini,5
kontslager,5
serafimoviçniñ,5
batir,5
aşatmağa,5
serdar,5
sergisini,5
larda,5
kopiyası,5
tiygendir,5
tiygenini,5
le,5
sermayesi,5
sermiyası,5
tizeme,5
sergisine,5
içirgen,5
sersemge,5
cevr,5
aşaycam,5
agronomnı,5
korüşirmiz,5
uyatacaq,5
serverçikni,5
kostandi,5
serverçikniñ,5
servi,5
to,5
tobuğından,5
kostümler,5
içkiciler,5
kostümniñ,5
içkiniñ,5
sesimiz,5
seslenmedi,5
seslendire,5
seslenüv,5
baraqnıñ,5
barar,5
içmelisiñ,5
cezalanmaq,5
içmemek,5
adamanovnı,5
ametovnı,5
içmesini,5
setbi,5
seste,5
sevastopolniñ,5
cezalarım,5
tomı,5
sevdirgen,5
sesimden,5
sevgenge,5
sevgeniñ,5
toplamıdır,5
batırca,5
arabacılarnıñ,5
iñleme,5
cezasız,5
toplarım,5
toplarğa,5
sevgime,5
deryasında,5
toplaşuvlarğa,5
toplaşuvından,5
bardaqtaki,5
sevgiñiz,5
sevilni,5
topnıñ,5
çatıq,5
adavet,5
aşağıdakiler,5
toprağa,5
destanlarnı,5
sevinçimden,5
cianı,5
aşağısına,5
seviyesiniñ,5
toqtamaycaq,5
işançlarını,5
toqtatıla,5
kursunı,5
seyahatname,5
işanğanlar,5
ciberir,5
cibermey,5
kuçuk,5
detektiv,5
seyranlarda,5
barlıqlı,5
seytibram,5
seytbekirov,5
torunlarımız,5
işhanelerni,5
işiden,5
işhanesi,5
ciddiyet,5
kâfiy,5
adamdaki,5
totayköyde,5
totaylar,5
totayköydeki,5
toyday,5
sezgek,5
devirilgen,5
kâğıdnı,5
toysa,5
devirim,5
aspiranturasına,5
tozla,5
işitkeninen,5
tozuna,5
sezüni,5
kögere,5
devirlerini,5
toğayda,5
asqad,5
barması,5
seçilmey,5
seçmege,5
işiñizge,5
kökközge,5
cigerlerine,5
kökreginiñ,5
sibirniñ,5
kökreklerine,5
devletleri,5
köksümniñ,5
trolleybusqa,5
sidni,5
trubacı,5
nursuz,5
trubalarını,5
köktebelde,5
devletlü,5
armutı,5
kürpeç,5
tsehla,5
köküsiniñ,5
tsenzorlar,5
signalı,5
trenöv,5
tsirk,5
asr,5
kürsüne,5
arnaut,5
silecek,5
tulupnı,5
arnavut,5
kölmeginen,5
kölmegiñizni,5
tun,5
çevirgende,5
deycegimni,5
siltemi,5
kömeyim,5
turaq,5
leyla,5
hrükin,5
adamday,5
turmadım,5
turmaqtan,5
turmasın,5
turmuşınıñ,5
simeiz,5
tursat,5
tursatuv,5
cinasirniñ,5
turupçınıñ,5
simpozium,5
simpoziumında,5
turğanlarğa,5
sin,5
işleyceksiñ,5
köpeklerinen,5
siniftan,5
sinisi,5
kütüphaneler,5
sinagoga,5
amellerine,5
aşlavğa,5
barğanca,5
ailedeki,5
asretinden,5
vasılda,5
köpçeklerinden,5
deñizlerge,5
sintezi,5
tutmadım,5
vatandaşlarımıznı,5
sipirdi,5
sinonimler,5
deñizlerniñ,5
barğanlarınen,5
sipirmek,5
abdurazaq,5
ateşlenip,5
tutqanday,5
tutqanlarını,5
ştorh,5
sildiler,5
iştaası,5
sistemalar,5
köralmağan,5
tuttıñmı,5
cinayetçiniñ,5
tutundım,5
tutunıp,5
tutuqlandı,5
cineviz,5
köreceksiñiz,5
avuçıña,5
deñiştim,5
tuvarçığa,5
köresiz,5
vazgeçiñ,5
tuvğanlarıma,5
siyrekleşe,5
siyrekleşip,5
körgenimde,5
adaşqanda,5
deñiştik,5
deñiştireyik,5
deñiştirildi,5
sizlersiz,5
körinip,5
sizsizmi,5
sizçün,5
dostumıznı,5
tögereklerinde,5
körmegende,5
siñir,5
aşot,5
assambleyasınıñ,5
tökülse,5
arqadaşlarımıznıñ,5
töle,5
töledim,5
civarlarını,5
körmeysiñ,5
vekillerniñ,5
töleycek,5
töleyler,5
vesikalarını,5
işıq,5
skver,5
alışqanlıq,5
töpelikni,5
töpeniñ,5
ciyezlerini,5
smenada,5
limonad,5
dialekti,5
jandarma,5
assistent,5
qurıb,5
körük,5
bazarları,5
işğal etmekte,5
çuvallarnen,5
janrlarnı,5
töşegimni,5
soavtorlıqta,5
töşemesi,5
körülme,5
sofanı,5
aileli,5
kıyivdeki,5
tüfeginen,5
tüfeklerni,5
diasporası,5
körünemi,5
co,5
sohur,5
aştı,5
tükâncığa,5
tükâncısı,5
arqadaşnı,5
jukovnıñ,5
alışqanmız,5
yanıqları,5
tükürmek,5
tümen,5
juravlöv,5
tüplerini,5
tüpten,5
arqadaşçasına,5
türkeş,5
solmasa,5
soldatlarğa,5
basiretli,5
jurnalistimiz,5
digerlernen,5
atilla,5
belâya,5
basmadı,5
jurnalistlerimizniñ,5
solskiyli,5
atmaqnı,5
diktaturası,5
muvaffaqiyetli,5
dudağınıñ,5
aşçılıq,5
arqadaşımnı,5
sonğı,5
lageriniñ,5
tüsni,5
tütete,5
kabel,5
alıştıra,5
sopalay,5
doğmış,5
kabinada,5
tütünlerni,5
kabinasında,5
sopu,5
londrada,5
coydıñ,5
coydılar,5
soqağımız,5
ailemni,5
vicdansızlar,5
soqaqlarınıñ,5
kadetler,5
tüzetirim,5
coymamaq,5
tüşecegim,5
dime,5
tüşkenge,5
soralsa,5
tüşkeninden,5
dinara,5
soramaqta,5
soramayım,5
soramañız,5
larımız,5
tüşmeyler,5
tüşni,5
tüşsin,5
kairde,5
tüşten,5
coyulmaz,5
asuv,5
çıraylar,5
soravları,5
soralğan,5
tüşündire,5
coyup,5
tüşüniñiz,5
soraştırğan,5
sorañ,5
sordılar,5
sorpa,5
sorğunı,5
sosialistik,5
coyıl,5
sorğıl,5
kötergenler,5
yapılacağı,5
tınçlandım,5
tınçlandıracaq,5
tınçlanmadı,5
tınçlanıñ,5
tınçlıqnen,5
coğrafiyası,5
köterilmedi,5
kamil,5
dumanından,5
sovhozımızda,5
baznası,5
